Reporter,Year,Sector,Subsector,Primary NAICS Code,NAICS Definition,Parent Company,City,County,Jurisdiction,Total Emissions (MTCO2e),Biogenic Carbon Dioxide (MTCO2e),Carbon Dioxide (MTCO2e),Methane (MTCO2e),Nitrous Oxide (MTCO2e),HFCs (MTCO2e),PFCs (MTCO2e),Sulfur Hexafluoride (MTCO2e),Fluorinated - Other (MTCO2e),Notes,Point Size,Location,New Georeferenced Column
Cathcart Landfill - Snohomish,2019,Waste,Municipal Landfills,562111,Solid Waste Collection,Snohomish County,Snohomish,Snohomish,Puget Sound Clean Air Agency,36812,0,231,36581,0,0,0,0,0,,2,"(47.870014, -122.118284)",POINT (-122.11828399999999 47.870014)
Lamb Weston - Richland,2016,Food Production,Potato Products,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing","Lamb Weston, Inc.",Richland,Benton,Benton Clean Air Agency,35966,0,35929,17,20,0,0,0,0,,2,"(46.309314, -119.297267)",POINT (-119.29726700000002 46.309314)
Alcoa Intalco Works - Ferndale,2012,Metals,Aluminum Production,331312,Primary Aluminum Production,Alcoa Corp.,Ferndale,Whatcom,Ecology: Industrial Section,1146835,0,412832,11814,30,0,722159,0,0,PFC emissions based on old source test information.,4,"(48.8455, -122.7055)",POINT (-122.70549999999999 48.8455)
Georgia-Pacific Consumer Products LLC - Camas,2017,Pulp and Paper,Kraft Mills,322121,Paper (except Newsprint) Mills,Koch Industries Inc.,Camas,Clark,Ecology: Industrial Section,574546,386972,179067,7198,1310,0,0,0,0,,3,"(45.584271, -122.40843)",POINT (-122.40843 45.584271)
J.R. Simplot Company - Moses Lake,2012,Food Production,Potato Products,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",J.R. Simplot Company,Moses Lake,Grant,Ecology: Eastern Regional Office,45225,4537,30358,10296,33,0,0,0,0,,2,"(47.131732, -119.18926)",POINT (-119.18926000000002 47.131732)
Northwest Pipeline Willard C/S - Cook,2018,Petroleum and Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,"The Williams Companies, Inc.",Cook,Skamania,Southwest Clean Air Agency,14663,0,13280,1375,7,0,0,0,0,,1,"(45.778087, -121.626311)",POINT (-121.62631100000002 45.778087)
Alcoa Wenatchee Works - Malaga,2013,Metals,Aluminum Production,331312,Primary Aluminum Production,Alcoa Corp.,Malaga,Chelan,Ecology: Industrial Section,318542,0,274639,15,18,0,43870,0,0,,3,"(47.3567, -120.1273)",POINT (-120.12730000000002 47.3567)
Puget Sound Energy - Whitehorn Generating Station - Blaine,2014,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Puget Sound Energy,Blaine,Whatcom,Northwest Clean Air Agency,29472,0,29441,14,18,0,0,0,0,,2,"(48.885475, -122.724299)",POINT (-122.724299 48.885475)
University of Washington Seattle Campus - Seattle,2018,Government,Education,611310,"Colleges, Universities, and Professional Schools",State of Washington,Seattle,King,Puget Sound Clean Air Agency,92022,0,91926,44,52,0,0,0,0,,2,"(47.653614, -122.303608)",POINT (-122.303608 47.653614)
Green Plains Trade Group LLC,2018,Transportation Fuel Supplier,Transportation Fuel Supplier,425120,Wholesale Trade Agents and Brokers,Green Plains Inc,,,,5803,5803,0,,,,,,,,,,
Ponderay Newsprint Company - Usk,2015,Pulp and Paper,TMP Mills,322122,Newsprint Mills,Ponderay Newsprint Company,Usk,Pend Oreille,Ecology: Eastern Regional Office,44680,41661,2452,83,483,0,0,0,0,,2,"(48.289771, -117.271359)",POINT (-117.27135900000002 48.289771)
Roosevelt Regional Landfill - Roosevelt,2013,Waste,Municipal Landfills,562212,Solid Waste Landfill,"Republic Services, Inc.",Roosevelt,Klickitat,Ecology: Central Regional Office,282981,0,207,282773,1,0,0,0,0,,3,"(45.807146, -120.179785)",POINT (-120.179785 45.807146)
Green Plains Trade Group LLC,2019,Transportation Fuel Supplier,Transportation Fuel Supplier,425120,Wholesale Trade Agents and Brokers,Green Plains Inc,,,,9135,9135,0,,,,,,,,,,
Phillips 66 Company,2015,Transportation Fuel Supplier,Transportation Fuel Supplier,424710,Petroleum Bulk Stations and Terminals,Phillips 66 Company,,,,5252409,285529,4966880,,,,,,,,,,
Puget Sound Energy - Frederickson Generating Station - Tacoma,2017,Power Plants,Natural Gas Turbine Plants,221112,Fossil Fuel Electric Power Generation,Puget Sound Energy,Tacoma,Pierce,Puget Sound Clean Air Agency,44365,0,44319,21,25,0,0,0,0,,2,"(47.079716, -122.364711)",POINT (-122.364711 47.079716)
Northwest Pipeline Willard C/S - Cook,2016,Petroleum and Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,"The Williams Companies, Inc.",Cook,Skamania,Southwest Clean Air Agency,7520,0,5573,1944,3,0,0,0,0,,1,"(45.778087, -121.626311)",POINT (-121.62631100000002 45.778087)
Northwest Pipeline Roosevelt C/S - Bickleton,2019,Petroleum and Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,"The Williams Companies, Inc.",Bickleton,Klickitat,Ecology: Central Regional Office,35402,0,31155,4229,18,0,0,0,0,,2,"(45.849504, -120.08083)",POINT (-120.08083 45.849504)
Lamb Weston - Connell,2018,Food Production,Potato Products,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing","Lamb Weston, Inc.",Connell,Franklin,Ecology: Eastern Regional Office,35338,0,35301,17,20,0,0,0,0,,2,"(46.651389, -118.871944)",POINT (-118.87194400000001 46.651389)
Cowlitz County Landfill - Longview,2015,Waste,Municipal Landfills,562212,Solid Waste Landfill,Cowlitz County,Longview,Cowlitz,Southwest Clean Air Agency,4533,0,0,4533,0,0,0,0,0,,1,"(46.107229, -122.905601)",POINT (-122.905601 46.107229)
Lamb Weston - Connell,2014,Food Production,Potato Products,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing","Lamb Weston, Inc.",Connell,Franklin,Ecology: Eastern Regional Office,38810,0,38770,18,22,0,0,0,0,,2,"(46.651389, -118.871944)",POINT (-118.87194400000001 46.651389)
Goodrich Corporation - Spokane,2013,Manufacturing,Transportation,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,Goodrich Corp.,Spokane,Spokane,Spokane Regional Clean Air Agency,34440,0,34393,19,28,0,0,0,0,,2,"(47.583604, -117.568511)",POINT (-117.568511 47.583604)
"North Pacific Paper Company, LLC - Longview",2016,Pulp and Paper,TMP Mills,322122,Newsprint Mills,NP Paper Investor Holdings LLC,Longview,Cowlitz,Southwest Clean Air Agency,37298,0,37260,18,21,0,0,0,0,First year reporting.  Formerly part of Nippon Dynawave before 2016.,2,"(46.125662, -122.976788)",POINT (-122.976788 46.125662)
Ascensus Specialties LLC - Elma,2012,Chemicals,Other Chemicals,325188,All Other Basic Inorganic Chemical Manufacturing,Ascensus Specialties LLC,Elma,Grays Harbor,Olympic Region Clean Air Agency,16809,0,16791,8,10,0,0,0,0,,1,"(46.995459, -123.382316)",POINT (-123.382316 46.995459)
J.R. Simplot Company - Moses Lake,2018,Food Production,Potato Products,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing",J.R. Simplot Company,Moses Lake,Grant,Ecology: Eastern Regional Office,35266,3412,26773,5054,27,0,0,0,0,,2,"(47.131732, -119.18926)",POINT (-119.18926000000002 47.131732)
ExxonMobil Oil Corporation,2019,Transportation Fuel Supplier,Transportation Fuel Supplier,424720,Petroleum and Petroleum Products Merchant Wholesalers (except Bulk Stations and Terminals),ExxonMobil Oil Corporation,,,,930706,49765,880941,,,,,,,,,,
Weyerhaeuser Raymond Lumber - Raymond,2017,Wood Products,Lumber Mills,321113,Sawmills,Weyerhaeuser Co.,Raymond,Pacific,Olympic Region Clean Air Agency,48561,47921,0,92,548,0,0,0,0,,2,"(46.688088, -123.737495)",POINT (-123.73749500000001 46.688088)
U.S. Oil & Refining Co. - Tacoma,2018,Refineries,Petroleum Refineries,324110,Petroleum Refineries,Par Pacific Holdings Inc.,Tacoma,Pierce,Puget Sound Clean Air Agency,129785,0,128725,558,502,0,0,0,0,,3,"(47.256813, -122.394952)",POINT (-122.394952 47.256813)
CertainTeed Gypsum - Seattle,2014,Manufacturing,Building Products,327420,Gypsum Product Manufacturing,Saint-Gobain Corporation,Seattle,King,Puget Sound Clean Air Agency,36299,0,36262,17,20,0,0,0,0,,2,"(47.548056, -122.336944)",POINT (-122.336944 47.548056)
"Interfor US, Inc. - Port Angeles",2019,Wood Products,Lumber Mills,321113,Sawmills,Interfor US Inc.,Port Angeles,Clallam,Olympic Region Clean Air Agency,41886,41334,0,79,473,0,0,0,0,,2,"(48.103425, -123.518642)",POINT (-123.518642 48.103425)
Goodrich Corporation - Spokane,2015,Manufacturing,Transportation,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,Goodrich Corp.,Spokane,Spokane,Spokane Regional Clean Air Agency,42844,0,42805,18,21,0,0,0,0,,2,"(47.583604, -117.568511)",POINT (-117.568511 47.583604)
"RPMG, Inc.",2013,Transportation Fuel Supplier,Transportation Fuel Supplier,424700,Petroleum and Petroleum Products Merchant Wholesalers,"Renewable Products Marketing Group, LLC",,,,371271,371271,0,,,,,,,,,,
Tesoro Refining & Marketing Company LLC,2017,Transportation Fuel Supplier,Transportation Fuel Supplier,324110,Petroleum Refineries,Marathon Petroleum Corporation,,,,5081912,273012,4808900,,,,,,,,,,
Hampton Lumber Mills Washington Inc. - Darrington,2018,Wood Products,Lumber Mills,321113,Sawmills,Hampton Lumber Mills Washington Inc.,Darrington,Snohomish,Puget Sound Clean Air Agency,86688,85545,0,164,978,0,0,0,0,,2,"(48.262797, -121.597608)",POINT (-121.597608 48.262797)
Western Avenue Steam Plant - Seattle,2014,Power Plants,"Other Power, Heating, or Cooling Plants",221330,Steam and Air-Conditioning Supply,Seattle Steam Company LLC,Seattle,King,Puget Sound Clean Air Agency,88764,26006,62351,79,329,0,0,0,0,,2,"(47.6068, -122.340179)",POINT (-122.34017900000002 47.6068)
Nippon Dynawave - Longview,2012,Pulp and Paper,Kraft Mills,322121,Paper (except Newsprint) Mills,Weyerhaeuser Co.,Longview,Cowlitz,Ecology: Industrial Section,1681296,1296860,352583,11150,20703,0,0,0,0,Emissions include units that split to become North Pacific Paper Company in 2016.,4,"(46.130495, -122.983637)",POINT (-122.98363700000002 46.130495)
Michelsen Packaging - Yakima,2013,Pulp and Paper,Other Pulp and Paper,322299,All Other Converted Paper Product Manufacturing,Michelson Packaging Co.,Yakima,Yakima,Yakima Regional Clean Air Agency,9810,0,9800,5,5,0,0,0,0,,1,"(46.604058, -120.513015)",POINT (-120.513015 46.604058)
Northwest Hardwoods Inc. - Centralia,2017,Wood Products,Lumber Mills,321113,Sawmills,Littlejohn & Co. LLC,Centralia,Lewis,Southwest Clean Air Agency,10678,7117,3463,16,83,0,0,0,0,,1,"(46.734454, -122.991963)",POINT (-122.99196300000001 46.734454)
Northwest Pipeline C/S - Sumner,2019,Petroleum and Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,The Williams Companies Inc.,Sumner,Pierce,Puget Sound Clean Air Agency,14576,0,13818,751,8,0,0,0,0,,1,"(47.228986, -122.209551)",POINT (-122.20955100000002 47.228986)
Central Washington University - Ellensburg,2013,Government,Education,611310,"Colleges, Universities, and Professional Schools",State of Washington,Ellensburg,Kittitas,Ecology: Central Regional Office,13451,0,13436,7,8,0,0,0,0,,1,"(47.003202, -120.544513)",POINT (-120.544513 47.003202)
Northwest Hardwoods Inc. - Mount Vernon,2015,Wood Products,Lumber Mills,321113,Sawmills,Littlejohn & Co. LLC,Mount Vernon,Skagit,Northwest Clean Air Agency,11648,7714,3827,17,90,0,0,0,0,,1,"(48.451642, -122.443028)",POINT (-122.44302800000001 48.451642)
"RPMG, Inc.",2015,Transportation Fuel Supplier,Transportation Fuel Supplier,424700,Petroleum and Petroleum Products Merchant Wholesalers,"Renewable Products Marketing Group, LLC",,,,401017,401017,0,,,,,,,,,,
Goodrich Corporation - Spokane,2017,Manufacturing,Transportation,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,Goodrich Corp.,Spokane,Spokane,Spokane Regional Clean Air Agency,44750,0,44696,23,30,0,0,0,0,,2,"(47.583604, -117.568511)",POINT (-117.568511 47.583604)
Northwest Pipeline C/S - Washougal,2013,Petroleum and Natural Gas Systems,Natural Gas Transmission/Compression,486210,Pipeline Transportation of Natural Gas,"The Williams Companies, Inc.",Washougal,Clark,Southwest Clean Air Agency,25393,0,20514,4868,12,0,0,0,0,,2,"(45.63236, -122.36516)",POINT (-122.36515999999999 45.63236)
Cosmo Specialty Fibers Inc - Cosmopolis,2013,Pulp and Paper,Sulfite Mills,322110,Pulp Mills,Gores Group,Cosmopolis,Grays Harbor,Ecology: Industrial Section,1105362,1078626,16677,6861,3198,0,0,0,0,,4,"(46.952907, -123.76211)",POINT (-123.76211 46.952907)
Air Liquide Hydrogen Plant  - Anacortes,2018,Chemicals,Hydrogen Production,325120,Industrial Gas Manufacturing,Air Liquide USA Inc.,Anacortes,Skagit,Northwest Clean Air Agency,68968,0,68968,0,0,0,0,0,0,,2,"(48.465617, -122.556032)",POINT (-122.55603199999999 48.465617)
Washington State University - Pullman,2017,Government,Education,611310,"Colleges, Universities, and Professional Schools",State of Washington,Pullman,Whitman,Ecology: Eastern Regional Office,65446,0,65377,31,38,0,0,0,0,,2,"(46.728702, -117.151481)",POINT (-117.15148099999999 46.728702)
"North Pacific Paper Company, LLC - Longview",2017,Pulp and Paper,TMP Mills,322122,Newsprint Mills,NP Paper Investor Holdings LLC,Longview,Cowlitz,Southwest Clean Air Agency,34365,0,34330,16,19,0,0,0,0,Formerly part of Nippon Dynawave before 2016.,2,"(46.125662, -122.976788)",POINT (-122.976788 46.125662)
Horn Rapids Sanitary Landfill - Richland,2019,Waste,Municipal Landfills,562212,Solid Waste Landfill,City of Richland,Richland,Benton,Benton Clean Air Agency,24156,0,0,24156,0,0,0,0,0,,1,"(46.346663, -119.348118)",POINT (-119.348118 46.34666300000001)
Avista Corporation - WA State DOE Reporting - statewide,2016,Petroleum and Natural Gas Systems,Natural Gas Local Distribution Companies,221121,Electric Bulk Power Transmission and Control,Avista Corp.,,,,21120,0,19,15452,0,0,0,5650,0,,1,,
Lamb Weston - Connell,2019,Food Production,Potato Products,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing","Lamb Weston, Inc.",Connell,Franklin,Ecology: Eastern Regional Office,36114,0,36077,17,20,0,0,0,0,,2,"(46.651389, -118.871944)",POINT (-118.87194400000001 46.651389)
WaferTech LLC - Camas,2012,Manufacturing,Electronics Manufacturing,334413,Semiconductor and Related Device Manufacturing,WaferTech LLC,Camas,Clark,Southwest Clean Air Agency,139460,0,13959,7,6495,4589,73492,17903,23016,,3,"(45.619569, -122.454955)",POINT (-122.454955 45.619569)
Darling Ingredients Inc - Tacoma,2018,Food Production,Meat Products,311613,Rendering and Meat Byproduct Processing,Darling Ingredients Inc.,Tacoma,Pierce,Puget Sound Clean Air Agency,9515,0,9505,5,5,0,0,0,0,,1,"(47.250503, -122.406461)",POINT (-122.406461 47.250503)
Sierra Pacific Industries - Aberdeen,2015,Wood Products,Lumber Mills,321113,Sawmills,Sierra Pacific Industries,Aberdeen,Grays Harbor,Olympic Region Clean Air Agency,249544,245941,317,472,2813,0,0,0,0,,3,"(46.971875, -123.775526)",POINT (-123.775526 46.971875)
The Boeing Company - Auburn Site - Auburn,2017,Manufacturing,Transportation,336413,Other Aircraft Parts and Auxiliary Equipment Manufacturing,The Boeing Company,Auburn,King,Puget Sound Clean Air Agency,38096,0,38057,18,21,0,0,0,0,,2,"(47.285551, -122.242298)",POINT (-122.242298 47.285551)
Cheyne Landfill - Zillah,2016,Waste,Municipal Landfills,562212,Solid Waste Landfill,Yakima County Public Services - Solid Waste Division,Zillah,Yakima,Yakima Regional Clean Air Agency,35837,0,0,35837,0,0,0,0,0,,2,"(46.4785, -120.2688)",POINT (-120.26880000000001 46.478500000000004)
Darigold - Chehalis,2014,Food Production,Dairy Products,311514,"Dry, Condensed, and Evaporated Dairy Product Manufacturing",Darigold Inc.,Chehalis,Lewis,Southwest Clean Air Agency,13643,0,13629,7,8,0,0,0,0,,1,"(46.659952, -122.970162)",POINT (-122.97016200000002 46.659952)
Marathon Anacortes Refinery - Anacortes,2019,Refineries,Petroleum Refineries,324110,Petroleum Refineries,Marathon Petroleum Corp,Anacortes,Skagit,Northwest Clean Air Agency,1421127,0,1415470,2080,3577,0,0,0,0,,4,"(48.493816, -122.564845)",POINT (-122.564845 48.493816)
